ImportId,qname,qname_main,main,field_no,field_name,q_text,q_code,option1,q_type,q_selector
QID21,8_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Educational purposes,2,NA,MC,MAVR
QID21,8_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,8_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,8_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Monitoring,5,NA,MC,MAVR
QID21,8_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Other (please specify),6,NA,MC,MAVR
QID21,8_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),8,Other (please specify),Other (please specify),6,TEXT,MC,MAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Not well at all,1,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Slightly well,2,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Moderately well,3,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Very well,4,NA,MC,SAVR
QID22,8_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,8,Other (please specify),Extremely well,5,NA,MC,SAVR
